Role,Years of experience,Education level,Parameters_w,Severity_w,Exposure_e,Detectability_e
Site managers/Project managers,11-20 years,Master's Degree,"[0.14524498751363624, 0.5719228496838438, 0.2382176168095368, 0.04461454599298311]","[0.07590573713888091, 0.3764103619454636, 0.0815503129165826, 0.46613358799907295]","['5', '7', '7', '5', '5', '5', '7', '5', '3', '5', '3', '5', '5', '1', '3', '1', '7', '3', '3', '5', '1', '1']","['5', '5', '5', '5', '3', '5', '5', '7', '7', '7', '5', '5', '5', '5', '5', '7', '5', '5', '5', '5', '3', '5']"
