Role,Years of experience,Education level,Parameters_w,Severity_w,Exposure_e,Detectability_e
Contractors and subcontractors,11-20 years,Master's Degree,"[0.17263945255742377, 0.6263256802560557, 0.14632038783175022, 0.054714479354770404]","[0.07600190101057672, 0.4352210047727839, 0.07253683412879725, 0.4162402600878422]","['5', '7', '7', '5', '5', '5', '7', '5', '3', '5', '3', '5', '5', '1', '3', '1', '7', '3', '3', '5', '1', '1']","['5', '5', '7', '5', '3', '5', '5', '7', '7', '7', '5', '5', '5', '5', '5', '7', '5', '5', '5', '5', '3', '5']"
