Role,Years of experience,Education level,Parameters_w,Severity_w,Exposure_e,Detectability_e
Site managers/Project managers,5-10 years,Master's Degree,"[0.17263945255742374, 0.6263256802560557, 0.14632038783175005, 0.054714479354770335]","[0.07590573713888095, 0.3764103619454638, 0.08155031291658259, 0.4661335879990726]","['5', '7', '7', '5', '5', '5', '7', '5', '3', '5', '3', '5', '5', '1', '3', '1', '7', '3', '3', '5', '1', '1']","['5', '5', '7', '5', '3', '5', '5', '7', '7', '7', '5', '5', '5', '5', '5', '7', '5', '5', '5', '5', '3', '5']"
